"gene1"	"gene2"	"cor.list"	"p.list"	"adjp.list"	"lower"	"higher"
"258"	"CRH1"	"YPS3"	0.878009975074313	3.62012868126982e-07	7.25426947276308e-05	0.765959388458244	0.938289236108046
"988"	"YPS1"	"CHS1"	0.872474285295913	5.28515020192799e-07	0.000103701163905759	0.755999666485684	0.935394812732149
"634"	"YDR010C"	"YEL057C"	0.872039305086378	5.44062241925047e-07	0.000103804498546604	0.755219335982941	0.935167018558186
"567"	"PCL10"	"YPL066W"	0.87184637897892	5.51085070021884e-07	0.000103804498546604	0.754873343157004	0.935065968637425
"773"	"YEL057C"	"MLF3"	0.87057290659401	5.9946523878196e-07	0.000110703502735656	0.752591135473934	0.934398697457371
"763"	"YEL057C"	"YGL184C"	0.870166092308367	6.15684424998264e-07	0.000111512193217565	0.751862674761684	0.93418544139255
"303"	"YKR012C"	"SVS1"	0.869873333855734	6.27592751545336e-07	0.000111524319841691	0.751338626422308	0.934031946212446
"951"	"BAG7"	"YPS3"	0.868764442845538	6.74546230428064e-07	0.000115873616854661	0.749355025586812	0.933450332430617
"1068"	"YLL023C"	"YMR316W"	0.868715801844797	6.7667435676988e-07	0.000115873616854661	0.749268064873607	0.933424812416966
"837"	"YPL066W"	"SLT2"	0.867673444270603	7.23713531547432e-07	0.000121715587510139	0.747405520266627	0.932877771114985
"1172"	"SLT2"	"ERO1"	0.863421535429334	9.46549044922307e-07	0.00015639965827116	0.739827498091717	0.930643199822408
"106"	"GAL1"	"YJL212C"	0.862978429008103	9.72902010065724e-07	0.000157151005798356	0.739039565894197	0.930410038447811
"420"	"FKS1"	"YJL060W"	0.862787259684289	9.84468087716905e-07	0.000157151005798356	0.738699733123686	0.930309428822614
"1064"	"YLL023C"	"ERO1"	0.858095707435602	1.30865649894396e-06	0.000205419633362653	0.730379504591923	0.927837144543824
"1177"	"SLT2"	"HCR1"	0.855868671865983	1.49275975913632e-06	0.000230477013615325	0.726443192041824	0.926661425664685
"1162"	"YJL108C"	"ERO1"	0.853437310126813	1.71921463998359e-06	0.000261159570140869	0.722155405517597	0.925376253345802
"1085"	"MLF3"	"YMR316W"	0.853058594951734	1.75705954341687e-06	0.000262671808105565	0.72148843568666	0.92517592260369
"762"	"YEL057C"	"YPL066W"	0.852568717882927	1.80709040531468e-06	0.000265930065117688	0.720626056385688	0.924916730412186
"1150"	"YJL107C"	"YGL179C"	0.851172980592502	1.95651948997622e-06	0.000283490399356163	0.718171237929784	0.924177881852304
"80"	"GAL10"	"MLF3"	0.84947180002037	2.15314481022411e-06	0.000307253499260052	0.715183676360347	0.923276604251732
"346"	"PRY2"	"YLL023C"	0.849039710477836	2.20575015563718e-06	0.000308565234012901	0.714425634520421	0.923047555731978
"397"	"EXG1"	"ERO1"	0.84886076417904	2.22786243875284e-06	0.000308565234012901	0.714111790284605	0.922952681819503
"857"	"YGL184C"	"MLF3"	0.846222617952627	2.57704888428911e-06	0.000347464551108688	0.709491165743061	0.921552941554708
"1065"	"YLL023C"	"KTR2"	0.846183941468519	2.58250404194804e-06	0.000347464551108688	0.709423512507423	0.921532406118524
"1061"	"YLL023C"	"YJL108C"	0.845659958970705	2.65740834026751e-06	0.000352506783538421	0.708507206157034	0.921254153944005
"1004"	"YPS3"	"YJL108C"	0.845080560744998	2.74243373299399e-06	0.000354868296362969	0.707494530523601	0.920946384065485
"1161"	"YJL108C"	"YGL179C"	0.845025948781758	2.750568897536e-06	0.000354868296362969	0.70739910854096	0.920917369917789
"1127"	"YIL117C"	"KTR2"	0.84455867190505	2.82104064219801e-06	0.000356543779650982	0.706582853543654	0.920669081489126
"459"	"SSU1"	"YJL060W"	0.844439460931765	2.83926934563361e-06	0.000356543779650982	0.706374670566317	0.92060572865721
"728"	"MET14"	"SER33"	0.843290369614753	3.02031310872586e-06	0.000373574112719431	0.704369189615392	0.919994856147147
"578"	"PCL10"	"MLF3"	0.842850373712913	3.09225428818394e-06	0.000373574112719431	0.703601862279491	0.919760849652382
"1010"	"YPS3"	"YPL088W"	0.84284051803175	3.09388268870947e-06	0.000373574112719431	0.703584678260795	0.919755607401439
"359"	"PRY2"	"YPL088W"	0.84222645351163	3.19682712524028e-06	0.000380169452082206	0.702514338080737	0.919428931473885
"1036"	"SVS1"	"YLL023C"	0.841986539150124	3.23785109190844e-06	0.000380169452082206	0.702096328939068	0.91930127058028
"889"	"YDL241W"	"YJL108C"	0.841802675271593	3.26960058116832e-06	0.000380169452082206	0.701776043280191	0.919203423709959
"261"	"CRH1"	"YLL023C"	0.841494088105502	3.32349729581516e-06	0.000381723600225364	0.701238620393347	0.919039181342556
"160"	"GCY1"	"YEL057C"	0.840769386424606	3.45312564120626e-06	0.00039183373310168	0.699977135781667	0.91865336037108
"966"	"BAG7"	"CHS1"	0.84040408505674	3.52012167392779e-06	0.000394680730217644	0.699341590380218	0.918458822732178
"1049"	"SVS1"	"YPL088W"	0.839774568453903	3.63823483517933e-06	0.000399653946450755	0.698246890701664	0.918123491234878
"558"	"MCM1"	"SER33"	0.839629521122066	3.66593368528179e-06	0.000399653946450755	0.697994754026248	0.918046211378467
"69"	"GAL10"	"YPL066W"	0.839352455794493	3.71935429455128e-06	0.000399653946450755	0.697513227238559	0.917898577010048
"67"	"GAL10"	"YEL057C"	0.839276000771266	3.73421435506671e-06	0.000399653946450755	0.697380374474537	0.91785783409252
"530"	"MCM1"	"MET16"	0.838957128965615	3.79675056638717e-06	0.00040178118342515	0.696826389117941	0.917687889299908
"1051"	"SVS1"	"HCR1"	0.838524442442276	3.88306574761188e-06	0.000406349536256556	0.696074941191785	0.917457240137235
"1055"	"YLL023C"	"MLF3"	0.837969810594237	3.99620391866584e-06	0.000410085188782171	0.695112166671953	0.917161508815562
"1009"	"YPS3"	"CHS1"	0.837677859562019	4.05690374472023e-06	0.000410085188782171	0.694605580397588	0.917005804625261
"819"	"MET16"	"MES1"	0.837533223117373	4.08727158496269e-06	0.000410085188782171	0.694354663334131	0.916928657731242
"531"	"MCM1"	"YPL066W"	0.837451720620275	4.10447089715937e-06	0.000410085188782171	0.694213287144971	0.916885182916327
"991"	"YPS1"	"HCR1"	0.837300862202277	4.1364726333093e-06	0.000410085188782171	0.69395163366816	0.916804707503307
"1201"	"KTR2"	"HCR1"	0.836927142261294	4.21668789107876e-06	0.000413683079406783	0.69330360534551	0.916605318808342
"63"	"GAL10"	"YDR010C"	0.83516966277308	4.61235470750054e-06	0.000446308010501411	0.690259256922751	0.915667128890117
"58"	"GAL10"	"SSU1"	0.835034794681452	4.64401082744814e-06	0.000446308010501411	0.690025846930454	0.915595096410589
"119"	"GAL1"	"YJL060W"	0.834757447109528	4.70970461119435e-06	0.000448049512012789	0.689545949033701	0.915446949989748
"1062"	"YLL023C"	"SLT2"	0.8343098256373	4.81743732771989e-06	0.000449293209498203	0.688771693006423	0.915207804880238
"32"	"GAL7"	"MLF3"	0.834306739489434	4.81818747966045e-06	0.000449293209498203	0.688766356012942	0.915206155884924
"446"	"SSU1"	"YJL212C"	0.833896955393923	4.91870171570596e-06	0.000454169377649758	0.688057840789478	0.914987175346501
"3"	"GAL7"	"GCY1"	0.832329924750723	5.32010613496503e-06	0.000485278739903787	0.68535101277792	0.914149344227297
"395"	"EXG1"	"SLT2"	0.831999821851084	5.4082068259298e-06	0.000485278739903787	0.684781323257553	0.91397276170228
"24"	"GAL7"	"YJL060W"	0.83199242136814	5.41019639244134e-06	0.000485278739903787	0.684768553612186	0.91396880259306
"901"	"YJL060W"	"EPT1"	0.831536415132676	5.53402587200047e-06	0.000491702995168029	0.683981882323182	0.913724818334452
"647"	"YDR010C"	"MLF3"	0.83118007164752	5.63250118523762e-06	0.00049577548488361	0.683367381284617	0.913534116959656
"10"	"GAL7"	"SSU1"	0.83047610139339	5.83153298028272e-06	0.000508541634416063	0.682154026111535	0.913157272627245
"984"	"YPS1"	"SLT2"	0.830131301558099	5.93122999181794e-06	0.000512490477987625	0.681560030878182	0.912972645257158
"967"	"BAG7"	"YPL088W"	0.829751155686456	6.04286265337706e-06	0.000517389453876463	0.680905370997265	0.912769052085234
"610"	"CPA2"	"YMR102C"	0.829328505031978	6.16911873940751e-06	0.000523440936663689	0.680177791578155	0.912542646367022
"846"	"YPL066W"	"SER33"	0.828936888059654	6.28814607317452e-06	0.000528776484259953	0.679503897829908	0.912332819254705
"273"	"CRH1"	"CHS1"	0.82850053849743	6.42311752385716e-06	0.000531869618243965	0.678753325203317	0.912098972960293
"143"	"GAL1"	"SER33"	0.828453315779773	6.43787441401145e-06	0.000531869618243965	0.678672115325463	0.912073662333002
"908"	"YJL060W"	"MLF3"	0.827966265092544	6.59180456108466e-06	0.000539851131650888	0.677834737892592	0.91181257370655
"1199"	"KTR2"	"YPL088W"	0.826550441085898	7.05759103647452e-06	0.00057301505634927	0.67540274715086	0.911053221194631
"314"	"YKR012C"	"ERO1"	0.825272461530363	7.50233901625208e-06	0.000603918532861546	0.673210354243622	0.910367306500203
"1167"	"YJL108C"	"HCR1"	0.82453270582408	7.77075324820409e-06	0.000617590884302471	0.671942512809392	0.90997005246484
"990"	"YPS1"	"YMR316W"	0.824408593035053	7.81659460802331e-06	0.000617590884302471	0.671729887818525	0.909903387655245
"265"	"CRH1"	"YIL117C"	0.824267722256452	7.86891020299052e-06	0.000617590884302471	0.671488584196594	0.90982771626104
"1040"	"SVS1"	"YIL117C"	0.823848723776406	8.02631787055752e-06	0.000624738857285838	0.670771055120436	0.90960260969435
"205"	"YOR121C"	"YEL057C"	0.823517426325865	8.15270865706097e-06	0.000629375200079876	0.670203915628871	0.909424584780279
"368"	"EXG1"	"MCM1"	0.823110055961028	8.31048963889636e-06	0.000636339723336935	0.669506794248226	0.909205638405461
"968"	"BAG7"	"YMR316W"	0.821952879218652	8.77324587911232e-06	0.000666355750248554	0.667528025291567	0.90858343921525
"561"	"PCL10"	"YDR010C"	0.820641808963209	9.3244484424826e-06	0.000702555556264397	0.665288731458156	0.907878028612516
"72"	"GAL10"	"YJL060W"	0.820180742909086	9.5253135858897e-06	0.000711993896778413	0.664501899398569	0.907629838344395
"1099"	"SRL3"	"CHS1"	0.81977176756752	9.70661987387267e-06	0.000719833137023044	0.663804251489049	0.907409637146112
"257"	"CRH1"	"YPS1"	0.819118028365989	1.00026608640391e-05	0.000735992025385378	0.662689638154833	0.907057549804027
"1156"	"YJL107C"	"HCR1"	0.818434521686008	1.03205357684377e-05	0.000753494465816188	0.66152501243071	0.906689298868302
"154"	"GCY1"	"PCL10"	0.818052154319652	1.05021586691567e-05	0.000760856503212553	0.660873827373247	0.906483233197627
"1164"	"YJL108C"	"CHS1"	0.817096696180828	1.09681784095095e-05	0.000788552738537959	0.659247682494009	0.905968132869964
"924"	"YJL060W"	"SER33"	0.815785220520015	1.16370220799578e-05	0.000830300808857665	0.657018014211263	0.905260669969785
"1216"	"YMR316W"	"HCR1"	0.815409524998756	1.18350288447200e-05	0.000838079492268581	0.656379797498317	0.905057913169342
"454"	"SSU1"	"YEL057C"	0.814873864303846	1.21223978577500e-05	0.000852022902795089	0.655470231720547	0.90476875525847
"1176"	"SLT2"	"YMR316W"	0.813325472854056	1.29873923386814e-05	0.000906057429365065	0.652843620566248	0.903932443387116
"1091"	"SRL3"	"YIL117C"	0.812496299409411	1.34722431672785e-05	0.000932971846304193	0.651438638475893	0.90348430799711
"61"	"GAL10"	"PCL10"	0.812013565537902	1.37616862043721e-05	0.000940450896381868	0.650621184816018	0.903223317819293
"1086"	"MLF3"	"HCR1"	0.81181931831963	1.38796680444475e-05	0.000940450896381868	0.650292355244095	0.903118278978294
"127"	"GAL1"	"MLF3"	0.811819092281247	1.38798058451073e-05	0.000940450896381868	0.650291972632403	0.903118156742072
"1203"	"KTR2"	"SER33"	0.811507582803897	1.40708438922665e-05	0.000946585054143584	0.649764763197679	0.902949685705725
"11"	"GAL7"	"YJL212C"	0.811339817174945	1.41746704351853e-05	0.000946806850232128	0.64948089528832	0.902858942793422
"96"	"GAL10"	"SER33"	0.81026561544242	1.48553565337828e-05	0.000985285902563453	0.647664360427605	0.902277723472178
"1079"	"MLF3"	"SLT2"	0.809551913533944	1.53231192696612e-05	0.00100774011297761	0.646458472007634	0.90189137513011
"321"	"YKR012C"	"SER33"	0.809424581230995	1.54079018817033e-05	0.00100774011297761	0.646243413820992	0.901822430785377
"406"	"FKS1"	"SSU1"	0.808688042129878	1.59063432694229e-05	0.00103316546824364	0.644999942770624	0.901423537800835
"938"	"EPT1"	"YJL108C"	0.808190070271641	1.62512044985519e-05	0.00104833535698988	0.644159726604801	0.90115375822085
"278"	"CRH1"	"SER33"	0.807604122368491	1.66652755597685e-05	0.00106198173515836	0.643171577211209	0.900836224789376
"488"	"YJL212C"	"YDR010C"	0.807571959202045	1.66882665948442e-05	0.00106198173515836	0.643117352722852	0.900818792227738
"263"	"CRH1"	"SRL3"	0.807349898444237	1.68477526494293e-05	0.00106493534943925	0.642743021301705	0.900698426227792
"961"	"BAG7"	"YJL108C"	0.806187459337994	1.77043692524137e-05	0.00111162097729470	0.640784760720595	0.900068102805012
"271"	"CRH1"	"ERO1"	0.805549821322493	1.81900880740216e-05	0.00113128841783815	0.639711500468499	0.89972218168662
"1044"	"SVS1"	"SLT2"	0.805462054318397	1.82578399172684e-05	0.00113128841783815	0.639563823323042	0.899674558478796
"377"	"EXG1"	"YPL066W"	0.804435269795936	1.90668587363163e-05	0.00116219720867325	0.637837060264385	0.899117248859871
"444"	"FKS1"	"SER33"	0.804298652387706	1.91768075372689e-05	0.00116219720867325	0.637607434353472	0.899043073644363
"361"	"PRY2"	"HCR1"	0.804273226463325	1.91973306598037e-05	0.00116219720867325	0.637564701845906	0.899029268262998
"568"	"PCL10"	"YGL184C"	0.804207745213653	1.92502729838839e-05	0.00116219720867325	0.637454654404693	0.898993713383602
"983"	"YPS1"	"YJL108C"	0.803807089231556	1.95769706570204e-05	0.00117439277657836	0.636781462219415	0.898776138778124
"353"	"PRY2"	"YJL108C"	0.803167048985854	2.01088294542462e-05	0.00119866338053136	0.6357065786698	0.898428470434786
"59"	"GAL10"	"YJL212C"	0.80276263341732	2.04513026180742e-05	0.00121141064208767	0.635027737820872	0.898208731267763
"388"	"EXG1"	"MLF3"	0.802166251699816	2.09655532097397e-05	0.00122956113693659	0.634027140355456	0.89788460024267
"162"	"GCY1"	"YPL066W"	0.80204578159869	2.10707810155419e-05	0.00122956113693659	0.633825086326444	0.897819112633858
"98"	"GAL1"	"GCY1"	0.801956138711298	2.11493784463279e-05	0.00122956113693659	0.633674751000052	0.897770379965267
"290"	"YKR012C"	"MET14"	0.80109968319087	2.19131969683151e-05	0.00126615149435145	0.632239075457583	0.89730466574472
"740"	"YPR157W"	"YMR102C"	0.800330245877488	2.26196601726958e-05	0.00129900182676062	0.63095025658005	0.896886086630578
"387"	"EXG1"	"YLL023C"	0.799404445804657	2.34957503530975e-05	0.00134113627275788	0.629400765922151	0.896382215725564
"566"	"PCL10"	"MET16"	0.798322931430038	2.45562533591759e-05	0.00139242295588234	0.627592370191444	0.895793279063055
"1005"	"YPS3"	"SLT2"	0.798189474736742	2.46899443958615e-05	0.00139242295588234	0.627369345426837	0.89572058173583
"317"	"YKR012C"	"YPL088W"	0.797918290219387	2.49635465372489e-05	0.00139947304224144	0.626916244550083	0.89557284441948
"1043"	"SVS1"	"YJL108C"	0.796909678646048	2.60043077162653e-05	0.00144919266019881	0.625232049412314	0.895023178682225
"256"	"CRH1"	"BAG7"	0.796606643507146	2.63242444911160e-05	0.00145839285591819	0.62472634885752	0.894857974573339
"373"	"EXG1"	"MET14"	0.796392455503474	2.65524275657736e-05	0.00146243191511807	0.624369002036339	0.894741190560863
"894"	"YDL241W"	"CHS1"	0.795395416068589	2.76372803873493e-05	0.00151333261344074	0.622706509287143	0.894197387003638
"975"	"YPS1"	"SVS1"	0.794824049780568	2.82760830514484e-05	0.00153923689788981	0.621754498659341	0.893885621892098
"142"	"GAL1"	"SER3"	0.79458311999713	2.85492523237618e-05	0.00153923689788981	0.621353214638142	0.893754130208928
"105"	"GAL1"	"SSU1"	0.79453800683392	2.86006550713758e-05	0.00153923689788981	0.621278085868434	0.893729507008922
"597"	"CPA2"	"ARG7"	0.793711783025047	2.95563285819256e-05	0.0015816316682965	0.619902705205768	0.893278440344277
"450"	"SSU1"	"YDR010C"	0.79251488921123	3.09896727361814e-05	0.00164896431572743	0.617912177847305	0.892624655143914
"15"	"GAL7"	"YDR010C"	0.7923430859672	3.12002680564749e-05	0.00165084332032389	0.617626639287577	0.892530775636898
"341"	"PRY2"	"BAG7"	0.792156074388287	3.1430910817587e-05	0.00165375613852359	0.617315876684497	0.892428575874908
"1053"	"SVS1"	"SER33"	0.791603921071532	3.21205064570673e-05	0.00168065051579183	0.616398665646446	0.892126770136482
"467"	"SSU1"	"MLF3"	0.791026181069843	3.28560198732397e-05	0.00170963701282080	0.615439459932872	0.891810882693454
"542"	"MCM1"	"MLF3"	0.790645243024256	3.33489106130180e-05	0.00172574966417467	0.614807283451035	0.891602545704122
"870"	"YGL184C"	"YMR316W"	0.79024264521662	3.38767591097078e-05	0.00174348534044278	0.614139407537708	0.891382316412845
"1126"	"YIL117C"	"ERO1"	0.789867640849407	3.43749083508982e-05	0.00175950805671475	0.613517533641365	0.891177138334823
"21"	"GAL7"	"YPL066W"	0.789020898552149	3.55230433086717e-05	0.00180844777169146	0.612114175568824	0.890713703347086
"960"	"BAG7"	"YJL107C"	0.788139867023443	3.67526947946395e-05	0.00186098887846027	0.610655169812818	0.890231276819772
"99"	"GAL1"	"YOR121C"	0.787007942221568	3.83863539719087e-05	0.00193331575924487	0.608782446641083	0.88961113230865
"1060"	"YLL023C"	"YJL107C"	0.78681480332963	3.86712747793005e-05	0.00193730577559132	0.608463104509177	0.889505280039433
"285"	"YKR012C"	"MCM1"	0.786629476436994	3.89463863761375e-05	0.00194076475987527	0.608156733285587	0.889403698873928
"505"	"YJL212C"	"MLF3"	0.785785324048553	4.02209940113529e-05	0.00199373178361348	0.60676190387615	0.888940874579354
"856"	"YGL184C"	"YLL023C"	0.784596977473428	4.20762709214539e-05	0.00207477692566397	0.604800214216099	0.888288981376798
"791"	"MET16"	"YPL066W"	0.784093962112597	4.28835674448624e-05	0.00210357117894261	0.603970507109261	0.888012915515893
"348"	"PRY2"	"SRL3"	0.783690137014927	4.35413130737139e-05	0.00211552198343531	0.603304693448066	0.88779123321965
"1066"	"YLL023C"	"CHS1"	0.783668719711699	4.35764391253368e-05	0.00211552198343531	0.603269388316855	0.887779474709016
"400"	"EXG1"	"YPL088W"	0.78338761077576	4.40397520442559e-05	0.00211560738764940	0.602806062741349	0.887625127908008
"962"	"BAG7"	"SLT2"	0.783273016274317	4.42298384681905e-05	0.00211560738764940	0.60261722227462	0.887562201472567
"1198"	"KTR2"	"CHS1"	0.783259630849512	4.42520879830877e-05	0.00211560738764940	0.60259516573069	0.887554850978892
"363"	"PRY2"	"SER33"	0.782896015606097	4.48602030111989e-05	0.00213384848172730	0.601996104989	0.887355154404931
"927"	"EPT1"	"YPS1"	0.782328989926979	4.58228951525363e-05	0.00215349498440562	0.601062329168437	0.887043667110421
"4"	"GAL7"	"YOR121C"	0.78213923090617	4.61490226182359e-05	0.00215349498440562	0.600749945190564	0.886939404463552
"354"	"PRY2"	"SLT2"	0.782119940599797	4.61822875763573e-05	0.00215349498440562	0.60071819231742	0.88692880485209
"323"	"PRY2"	"EXG1"	0.78188726201923	4.65851603923539e-05	0.00215349498440562	0.600335236044148	0.886800944244148
"386"	"EXG1"	"SVS1"	0.781854625140745	4.6641911494838e-05	0.00215349498440562	0.600281526981982	0.886783008472043
"1003"	"YPS3"	"YJL107C"	0.781852763491631	4.66451504474996e-05	0.00215349498440562	0.600278463398046	0.886781985383233
"380"	"EXG1"	"YJL060W"	0.781149688117041	4.78823455045685e-05	0.00219982984024130	0.599121842977181	0.886395529391257
"965"	"BAG7"	"KTR2"	0.779887937328306	5.01737229048338e-05	0.00229391140415835	0.597048056047779	0.885701620979918
"1165"	"YJL108C"	"YPL088W"	0.779372898598629	5.11358738808365e-05	0.00232660614376119	0.596202251049669	0.885418235987149
"1196"	"ERO1"	"SER33"	0.779163159497675	5.15322254119877e-05	0.00233037798731652	0.595857930545705	0.885302810588121
"301"	"YKR012C"	"YPS3"	0.779067622438096	5.17136416375852e-05	0.00233037798731652	0.595701113416708	0.885250229488076
"404"	"EXG1"	"SER33"	0.778711296381702	5.23951392032984e-05	0.00234984511515918	0.595116353406884	0.885054093000042
"953"	"BAG7"	"SVS1"	0.777875527252232	5.402406210675e-05	0.00240550181839439	0.593745550709104	0.884593903163794
"207"	"YOR121C"	"YPL066W"	0.777731123687392	5.43098842802348e-05	0.00240550181839439	0.59350881267939	0.884514370846701
"943"	"EPT1"	"CHS1"	0.77768454202072	5.4402362393402e-05	0.00240550181839439	0.593432452583345	0.884488714007109
"448"	"SSU1"	"PCL10"	0.777196317171624	5.53798282691975e-05	0.00243727966581637	0.592632317987864	0.884219764478039
"269"	"CRH1"	"SLT2"	0.776611298106405	5.65709914051027e-05	0.00247812302999842	0.591674030236886	0.88389740020029
"1152"	"YJL107C"	"KTR2"	0.776335314762175	5.71405470710662e-05	0.00249148442589612	0.591222138361596	0.883745289122901
"964"	"BAG7"	"ERO1"	0.776006548891971	5.78254764813657e-05	0.00250973010414113	0.590683972657226	0.883564056781973
"888"	"YDL241W"	"YJL107C"	0.775787530904908	5.82856811668364e-05	0.00251809967260018	0.590325547696753	0.883443305131013
"428"	"FKS1"	"MLF3"	0.774995286119392	5.99768225497677e-05	0.00257932978380904	0.589029642281732	0.883006395676158
"342"	"PRY2"	"YPS1"	0.774590121758579	6.08579158192235e-05	0.00260532512783252	0.588367268722528	0.882782882092183
